start_ts,weather_conditions,duration_seconds
11/11/2017 14:00,Good,2287
18/11/2017 12:00,Bad,2467
11/11/2017 16:00,Good,2312
11/11/2017 10:00,Good,1620
11/11/2017 15:00,Good,2880
11/11/2017 14:00,Good,2580
4/11/2017 16:00,Bad,2820
11/11/2017 14:00,Good,2464
4/11/2017 11:00,Good,2640
4/11/2017 16:00,Bad,2903
11/11/2017 7:00,Good,1440
11/11/2017 13:00,Good,2233
11/11/2017 9:00,Good,1440
11/11/2017 16:00,Good,2580
11/11/2017 12:00,Good,2160
11/11/2017 17:00,Good,2310
11/11/2017 8:00,Good,1500
25/11/2017 10:00,Good,1680
11/11/2017 10:00,Good,1440
11/11/2017 8:00,Good,1440
25/11/2017 11:00,Good,1680
4/11/2017 8:00,Good,1440
4/11/2017 7:00,Good,1440
4/11/2017 16:00,Bad,3180
11/11/2017 10:00,Good,1200
11/11/2017 7:00,Good,1348
4/11/2017 17:00,Bad,2520
11/11/2017 14:00,Good,2274
4/11/2017 12:00,Good,3292
11/11/2017 11:00,Good,1740
4/11/2017 12:00,Good,2520
4/11/2017 20:00,Good,1462
11/11/2017 19:00,Good,1916
4/11/2017 11:00,Good,2456
11/11/2017 8:00,Good,1200
11/11/2017 6:00,Good,1380
18/11/2017 6:00,Good,1405
4/11/2017 14:00,Good,3482
18/11/2017 8:00,Bad,1313
25/11/2017 11:00,Good,1265
11/11/2017 7:00,Good,1320
18/11/2017 16:00,Bad,3120
11/11/2017 8:00,Good,1380
11/11/2017 12:00,Good,1500
11/11/2017 10:00,Good,1500
18/11/2017 5:00,Good,1311
25/11/2017 17:00,Good,2580
4/11/2017 10:00,Good,1740
4/11/2017 8:00,Good,1500
4/11/2017 18:00,Bad,480
4/11/2017 16:00,Bad,2760
11/11/2017 14:00,Good,2465
4/11/2017 16:00,Bad,3360
11/11/2017 13:00,Good,1980
11/11/2017 16:00,Good,2294
18/11/2017 7:00,Bad,1320
4/11/2017 13:00,Good,3000
4/11/2017 9:00,Good,1440
18/11/2017 11:00,Good,1800
11/11/2017 16:00,Good,2804
11/11/2017 5:00,Good,1860
4/11/2017 12:00,Good,2239
11/11/2017 16:00,Good,2820
4/11/2017 5:00,Good,1018
11/11/2017 23:00,Good,1416
11/11/2017 6:00,Good,1456
18/11/2017 6:00,Good,1520
11/11/2017 10:00,Good,1560
11/11/2017 9:00,Good,1080
11/11/2017 10:00,Good,1320
25/11/2017 11:00,Good,1800
4/11/2017 15:00,Good,3448
4/11/2017 8:00,Good,1690
18/11/2017 6:00,Good,1331
18/11/2017 6:00,Good,1500
11/11/2017 18:00,Good,1978
18/11/2017 9:00,Bad,1497
4/11/2017 16:00,Bad,2820
4/11/2017 9:00,Good,1680
4/11/2017 10:00,Good,1680
18/11/2017 6:00,Good,1335
4/11/2017 12:00,Good,2263
4/11/2017 0:00,Good,1560
4/11/2017 10:00,Good,2632
4/11/2017 14:00,Good,2964
18/11/2017 5:00,Good,1656
4/11/2017 11:00,Good,2400
4/11/2017 18:00,Bad,2460
4/11/2017 14:00,Good,3480
11/11/2017 4:00,Good,1491
4/11/2017 12:00,Good,2757
11/11/2017 12:00,Good,1975
11/11/2017 13:00,Good,2148
4/11/2017 13:00,Good,3180
18/11/2017 13:00,Bad,3720
25/11/2017 14:00,Good,1800
18/11/2017 18:00,Good,1484
11/11/2017 11:00,Good,1680
25/11/2017 16:00,Good,2767
4/11/2017 12:00,Good,2520
11/11/2017 12:00,Good,1860
4/11/2017 18:00,Bad,2488
11/11/2017 8:00,Good,1200
25/11/2017 5:00,Good,1265
4/11/2017 11:00,Good,2325
18/11/2017 6:00,Good,1500
18/11/2017 5:00,Good,1568
4/11/2017 16:00,Bad,3420
4/11/2017 6:00,Good,1519
11/11/2017 8:00,Good,1380
4/11/2017 17:00,Bad,2518
18/11/2017 8:00,Bad,1495
11/11/2017 7:00,Good,1380
18/11/2017 18:00,Good,1800
4/11/2017 14:00,Good,3831
25/11/2017 11:00,Good,1516
4/11/2017 8:00,Good,1260
4/11/2017 11:00,Good,2400
25/11/2017 12:00,Good,1440
11/11/2017 12:00,Good,1800
25/11/2017 17:00,Good,2220
4/11/2017 12:00,Good,3180
4/11/2017 7:00,Good,1200
4/11/2017 14:00,Good,3000
4/11/2017 7:00,Good,1538
4/11/2017 8:00,Good,1673
4/11/2017 14:00,Good,3539
4/11/2017 4:00,Good,1341
11/11/2017 7:00,Good,1425
11/11/2017 5:00,Good,1340
11/11/2017 3:00,Good,1203
11/11/2017 12:00,Good,1997
11/11/2017 8:00,Good,1519
4/11/2017 6:00,Good,1462
4/11/2017 15:00,Good,3699
4/11/2017 15:00,Good,3180
4/11/2017 11:00,Good,2475
11/11/2017 6:00,Good,1260
11/11/2017 13:00,Good,2220
25/11/2017 18:00,Good,3684
18/11/2017 20:00,Good,1715
25/11/2017 5:00,Good,1440
18/11/2017 13:00,Bad,3526
18/11/2017 6:00,Good,1638
4/11/2017 18:00,Bad,1775
4/11/2017 10:00,Good,2460
4/11/2017 19:00,Good,1861
11/11/2017 21:00,Good,1363
11/11/2017 7:00,Good,1260
11/11/2017 10:00,Good,1486
11/11/2017 14:00,Good,2491
18/11/2017 8:00,Bad,1565
4/11/2017 11:00,Good,2760
4/11/2017 6:00,Good,1920
4/11/2017 8:00,Good,1392
4/11/2017 17:00,Bad,2132
18/11/2017 13:00,Bad,2700
18/11/2017 7:00,Bad,1331
11/11/2017 7:00,Good,1379
25/11/2017 13:00,Good,1800
4/11/2017 17:00,Bad,2340
4/11/2017 12:00,Good,2460
4/11/2017 19:00,Good,1748
4/11/2017 12:00,Good,3000
11/11/2017 11:00,Good,1680
25/11/2017 10:00,Good,1584
11/11/2017 12:00,Good,1680
18/11/2017 8:00,Bad,1620
4/11/2017 7:00,Good,1140
4/11/2017 17:00,Bad,2134
11/11/2017 12:00,Good,1860
11/11/2017 15:00,Good,2220
11/11/2017 11:00,Good,1731
4/11/2017 15:00,Good,2400
11/11/2017 20:00,Good,1800
18/11/2017 14:00,Good,3291
4/11/2017 12:00,Good,2700
11/11/2017 8:00,Good,1392
4/11/2017 15:00,Good,3262
11/11/2017 6:00,Good,1670
11/11/2017 4:00,Good,1380
11/11/2017 9:00,Good,1384
4/11/2017 16:00,Bad,2580
11/11/2017 8:00,Good,1365
11/11/2017 12:00,Good,1500
11/11/2017 11:00,Good,2110
11/11/2017 12:00,Good,1990
4/11/2017 16:00,Bad,2340
4/11/2017 10:00,Good,2114
18/11/2017 8:00,Bad,1200
4/11/2017 14:00,Good,2744
4/11/2017 8:00,Good,1601
18/11/2017 8:00,Bad,1483
11/11/2017 16:00,Good,2400
4/11/2017 14:00,Good,2704
4/11/2017 12:00,Good,2898
11/11/2017 17:00,Good,2280
11/11/2017 19:00,Good,1923
4/11/2017 10:00,Good,2055
4/11/2017 16:00,Bad,3240
18/11/2017 14:00,Good,3660
11/11/2017 10:00,Good,1500
11/11/2017 15:00,Good,2200
4/11/2017 16:00,Bad,2926
11/11/2017 13:00,Good,2449
11/11/2017 4:00,Good,1254
4/11/2017 12:00,Good,2340
11/11/2017 18:00,Good,2160
11/11/2017 14:00,Good,2400
4/11/2017 7:00,Good,1260
11/11/2017 10:00,Good,1330
25/11/2017 5:00,Good,1560
11/11/2017 8:00,Good,1339
11/11/2017 6:00,Good,1380
4/11/2017 7:00,Good,1380
25/11/2017 16:00,Good,2400
11/11/2017 16:00,Good,2634
18/11/2017 14:00,Good,3604
11/11/2017 10:00,Good,1174
11/11/2017 10:00,Good,1385
18/11/2017 12:00,Bad,2560
18/11/2017 10:00,Bad,1908
11/11/2017 5:00,Good,1260
11/11/2017 10:00,Good,1500
11/11/2017 11:00,Good,1740
4/11/2017 8:00,Good,1380
11/11/2017 9:00,Good,1280
4/11/2017 6:00,Good,1168
4/11/2017 6:00,Good,1200
4/11/2017 15:00,Good,3207
11/11/2017 8:00,Good,1200
11/11/2017 5:00,Good,1380
4/11/2017 11:00,Good,2693
4/11/2017 12:00,Good,2554
25/11/2017 18:00,Good,2520
4/11/2017 9:00,Good,1782
4/11/2017 10:00,Good,2700
11/11/2017 17:00,Good,2280
4/11/2017 15:00,Good,3144
11/11/2017 16:00,Good,2280
4/11/2017 11:00,Good,2700
18/11/2017 15:00,Good,3240
18/11/2017 12:00,Bad,2400
11/11/2017 7:00,Good,1380
11/11/2017 18:00,Good,2099
4/11/2017 12:00,Good,3275
4/11/2017 12:00,Good,2492
25/11/2017 12:00,Good,1440
11/11/2017 10:00,Good,1303
4/11/2017 14:00,Good,2700
18/11/2017 16:00,Bad,2186
11/11/2017 6:00,Good,1500
25/11/2017 11:00,Good,0
11/11/2017 10:00,Good,1318
11/11/2017 13:00,Good,2100
11/11/2017 8:00,Good,1380
4/11/2017 16:00,Bad,2834
